Title,Genre,Plot
Untitled Grunge/Seattle Rock Documentary (????),music,"The Seattle Grunge music scene changed everything as we knew it when one fateful day Sub -Pop Records decided to begin releasing a new type of music on it's independent label. Slowly from 1989 to 1994 the entire world was changed. Politics began to get more attention, Rock The Vote came into Genx's life and influenced an entire government, socio-economical and even department store clothing lines reflected the nations need for Grunge and the Seattle Scene. But who were the people behind the bands, behind that music and the Grunge scene that took the entire world and upended it's presidents, politics, economy, attitude toward authority and disaffected youth rising up against war and bad choices made for them by their country. This is the story of how Seattle Music changed the world, and who the real influential people behind the Seattle scene are."
Church People (2014),short,"Hypocrisy is a funny-looking work and behavior, but as a young boy, David (Dylan Rowen), learns, it's not a laughing matter. Sunday morning begins as usual for David and his family as they prepare for church. However, when something out of the ordinary catches his attention, his perspective will be changed for the rest of his life."
A Reel Man (2005),documentary,"""A Reel Man"" is a profile of Skip Elsheimer, a Raleigh, North Carolina resident who collects educational films. Skip started collecting these 16mm films many years ago, and he now has almost 17,000, crammed into almost every room in his house. His archive - one of the biggest of its kind in the United States - includes films from the 1940s, '50s, '60s, '70s and '80s on every conceivable instructional topic - sex education, personal hygiene, public safety, driver's ed, occupational training, the dangers of drugs and alcohol, religion, patriotism, how to be popular, etc. I was attracted to Skip because I find compelling his genuine affection for these ""orphan"" films, his obsession for collecting, categorizing and preserving them, and his passion for sharing them with the public at his A/V Geeks shows. The films in Skip's archive are campy, amusing and not a little propagandistic, but they're also valuable, fascinating time capsules that reflect America's social attitudes and cultural values throughout the last half-century."
Terug naar de kust (2009),thriller,"Single mother Maria starts to receive anonymous death threats. Together with her children, she flees to her former parental home, where her older sister Ans now lives. During those cold winter days in the secluded seaside house she is confronted with her traumatic childhood memories. But as the people close to her begin to question her state of mind, her assailant closes in."
Ford Models New Faces with Jack Page/Julia Covert (2016),short,"A promotional short film showcasing two potential young models from Ford Models. The tall, dark, and handsome Jack Page and the beautiful statuesque Julia Covert. Both of whom give their own glamour shots for this short film. Both of them have a possible chance at making it big in modeling and fashion."
Ft. Knox & the USS Washington (2002),documentary,"The USS Washington is a nuclear carrier the length of four football fields that holds 5,000 personnel. Discover how its mission of defense has changed since the events of 9/11. At Ft. Knox, see the vault that holds $3 trillion dollars of pure gold."
Bacterium (2006),horror,"When a handful of friends stumble upon the abandoned building, they come face to face with a biological weapons experiment gone catastrophically wrong. They also confront a maniacal scientist who predicts life on Earth will end in 48 hours if the accelerated bacterial mutation cannot be halted. As the virulent, flesh-hungry contagion spreads from person to person, rendering each host into a pile of infectious ooze, it begins to multiply and increase in size. A covert military force sent in to contain the spread and destroy the organism discovers the extent of the slithering mutation, but by then it's far too late for conventional tactics. Extreme measures are required if anyone is left standing in one solid piece to do battle."
"""The Gift"" (1997)",family,The Gift is passed on from one person to the next and this series is just based on the funny and ridiculous things that happen to Henry and Ralf because of it. Enzo and Leo have to follow the gift and do whatever the person with the gift tells them to do. When the gift carrier discovers the gifts true potential they have to pass it on to someone else.
"""The Listen Project"" (2010)",documentary,"The LISTEN Project records music and storytelling in it's most purest and natural form. Imagine a time capsule being opened 1000 years from now. The LISTEN Project will create a library of sounds and visuals that will stand the test of time, and show those future historians the soul of our collective culture."
Momentum: Diplo (2015),short,"Superstar DJ Thomas Wesley Pentz makes 300 appearances a year in the guise of Diplo or Major Lazer. The 33-year-old American is also in demand as a music producer. As an artist highly regarded by everyone from Beyoncé to Chris Brown, he sums up his crazy output by saying, 'I always have to make stuff'. Diplo is currently on a tour to Rio de Janeiro, where his meteoric career began. He shows us around his world, in the limelight and behind the scenes."
Eddie: Strongman (2015),documentary,"Truck mechanic, husband and father of two, Eddie Hall wants to be the World's Strongest Man. This feature documentary vividly illustrates the sacrifices that this extremely driven man must make to chase his dream. He will stop at nothing. He trains, eats, sleeps and breathes strongman, competing all over the world and breaking records. He faces not only gargantuan competitors, but his own inner demons as he strives to leave behind the scars of his teenage years. This film gets under the skin of a man totally dedicated to becoming the greatest and offers an engrossing snapshot of an unforgettable character, Eddie - Strongman."
